gutenberg_id	title	author	sentence
1342	Pride and Prejudice	Jane Austen	With a renewal of tenderness, however, they repaired to her room on leaving the dining-parlour, and sat with her till summoned to coffee
345	Dracula	Bram Stoker	All the resolution has gone out of his dear eyes, and that quiet dignity which I told you was in his face has vanished
1342	Pride and Prejudice	Jane Austen	They could talk of nothing but officers; and Mr
1342	Pride and Prejudice	Jane Austen	I shall then give over every expectation, every wish of his constancy
345	Dracula	Bram Stoker	With strength and determination like his, he might have done wild work before he was caged
345	Dracula	Bram Stoker	Do you not see how, of late, this monster has been creeping into knowledge experimentally
345	Dracula	Bram Stoker	I slept till just before the dawn, and when I woke threw myself on my knees, for I determined that if Death came he should find me ready
1342	Pride and Prejudice	Jane Austen	He sat down for a few moments, and then getting up walked about the room
345	Dracula	Bram Stoker	He was already well ahead with his fly business; and he had just started in the spider line also; so he had not been of any trouble to me
1342	Pride and Prejudice	Jane Austen	If he no longer cares for me, why silent
345	Dracula	Bram Stoker	One of us will be here all night
345	Dracula	Bram Stoker	I do but say what we may do--what we must do
1342	Pride and Prejudice	Jane Austen	Forster, the delight of Mrs
345	Dracula	Bram Stoker	The criminal always work at one crime--that is the true criminal who seems predestinate to crime, and who will of none other
345	Dracula	Bram Stoker	But, oh, is he on land or sea
345	Dracula	Bram Stoker	He is confined within the limitations of his earthly envelope
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Some woman came talking something or other about Lord St
345	Dracula	Bram Stoker	At present I am going in my mind from point to point as a mad man, and not a sane one, follows an idea
1342	Pride and Prejudice	Jane Austen	Elizabeth merely courtesied to him, without saying a word
345	Dracula	Bram Stoker	You would help these men to hunt me and frustrate me in my designs
345	Dracula	Bram Stoker	We tried to be cheerful and encourage each other, and Mina was the brightest and most cheerful of us
345	Dracula	Bram Stoker	My child, believe me none of us shall lag behind or pause from any fear
345	Dracula	Bram Stoker	Van Helsing with restrained eagerness
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	If you were asked to wear any dress which we might give you, you would not object to our little whim
1342	Pride and Prejudice	Jane Austen	Well, much good may it do them
1342	Pride and Prejudice	Jane Austen	But, to be sure, the good lady who showed us the house did give him a most flaming character
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	I thought there might be some weapon or other trace
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	He is small for his age, with a head which is quite disproportionately large
1342	Pride and Prejudice	Jane Austen	Bennet found, with amazement and horror, that her husband would not advance a guinea to buy clothes for his daughter
345	Dracula	Bram Stoker	We must obey, and silence is a part of obedience; and obedience is to bring you strong and well into loving arms that wait for you
345	Dracula	Bram Stoker	Everything had been carefully thought out, and done systematically and with precision
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Contact the Foundation as set forth in Section 3 below
345	Dracula	Bram Stoker	You are hunters of wild beast, and understand it so
1342	Pride and Prejudice	Jane Austen	But, Lizzy, you look as if you did not enjoy it
345	Dracula	Bram Stoker	I took it that the very mystery of the proceeding was in some way a counteractant to his grief
1342	Pride and Prejudice	Jane Austen	Jane will be quite an old maid soon, I declare
345	Dracula	Bram Stoker	God keep me, if only for the sake of those dear to me
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	I am a dangerous man to fall foul of
345	Dracula	Bram Stoker	Do you remember, Art, when we had the pack after us at Tobolsk
345	Dracula	Bram Stoker	In fear I turned to the Professor; to my consternation, however, he was not there
345	Dracula	Bram Stoker	We are to meet here in my study in half an hour and decide on our course of action
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	I love and am loved by a better man than he
1342	Pride and Prejudice	Jane Austen	Your Ladyship wants Mr
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	The road is an important highway, and there are usually people there
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	This note I had this morning marks my zero-point, I fancy
345	Dracula	Bram Stoker	We both know what those steps would have to be, though we do not mention our thoughts to each other
345	Dracula	Bram Stoker	Friend John, you come with me home, for I have much to consult about, and you can help me
345	Dracula	Bram Stoker	But to think that he keeps anything from me
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	I surprised you by beating upon the pavement with my stick
345	Dracula	Bram Stoker	There is a sound of hammering; it is the box being nailed down
345	Dracula	Bram Stoker	It may be there is a soul at stake
345	Dracula	Bram Stoker	Poor fellow, I thought my own trouble was bad enough, but his----
1342	Pride and Prejudice	Jane Austen	Lady Catherine, I believe, did a great deal to it when Mr
1342	Pride and Prejudice	Jane Austen	Collins and Maria were gone on business into the village, when she was startled by a ring at the door, the certain signal of a visitor
1342	Pride and Prejudice	Jane Austen	She does not yet leave her dressing-room
1342	Pride and Prejudice	Jane Austen	They contained no actual complaint, nor was there any revival of past occurrences, or any communication of present suffering
345	Dracula	Bram Stoker	The strong air would soon restore Jonathan; it has quite restored me
345	Dracula	Bram Stoker	It seems to have affected Madam Mina; she has been so heavy of head all day that she was not like herself
1342	Pride and Prejudice	Jane Austen	Bingley was by no means deficient; but Darcy was clever
345	Dracula	Bram Stoker	Beyond the green swelling hills of the Mittel Land rose mighty slopes of forest up to the lofty steeps of the Carpathians themselves
1342	Pride and Prejudice	Jane Austen	But of every other neglect I can believe him capable
345	Dracula	Bram Stoker	As he fled back over the Danube, leaving his forces to be cut to pieces, so now he is intent on being safe, careless of all
1342	Pride and Prejudice	Jane Austen	I pity, though I cannot help blaming, her
345	Dracula	Bram Stoker	As the evening drew on, and the earth took its shadows from the sun sinking lower, the silence of the room grew more and more solemn to me
1342	Pride and Prejudice	Jane Austen	And there was my aunt, all the time I was dressing, preaching and talking away just as if she was reading a sermon
11	Alice's Adventures in Wonderland	Lewis Carroll	And how odd the directions will look
345	Dracula	Bram Stoker	Last of all was a little heap of keys of all sorts and sizes, probably those belonging to the other houses
345	Dracula	Bram Stoker	Be not afraid for Madam Mina; she will be my care, if I may
345	Dracula	Bram Stoker	This he finally handed to Lord Godalming, who took out his purse and gave him something
345	Dracula	Bram Stoker	If it be not true, then proof will be relief; at worst it will not harm
345	Dracula	Bram Stoker	Besides, I am glad to have anything to help to pass the time
345	Dracula	Bram Stoker	Then he pulled me quickly in with him and closed the door
1342	Pride and Prejudice	Jane Austen	Darcy in a most infamous manner
345	Dracula	Bram Stoker	And I suppose he might have broke his neck by falling out of bed, if he got in an awkward kink
345	Dracula	Bram Stoker	I dread coming up to London, as we must do the day after to-morrow; for poor Mr
345	Dracula	Bram Stoker	Vincent took the bandage from its throat, and showed us the punctures
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	Within was a small, square room, in which the three of us could hardly get at one time
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	We were to meet at the pool midway between our houses to talk it over
1342	Pride and Prejudice	Jane Austen	He sat with them above an hour, and was in remarkably good spirits
345	Dracula	Bram Stoker	All were covered up in thin wrapping paper to keep them from the dust
1661	The Adventures of Sherlock Holmes	Arthur Conan Doyle	He thought no more of the matter until he heard in the evening of the tragedy that had occurred
11	Alice's Adventures in Wonderland	Lewis Carroll	the Duchess, the Duchess
345	Dracula	Bram Stoker	At the same moment there came a sort of dull flapping or buffeting at the window
1342	Pride and Prejudice	Jane Austen	But at least it shows that _she_ was serious in the object of her journey
345	Dracula	Bram Stoker	The sense of sleep was upon me, and with it the obstinacy which sleep brings as outrider
345	Dracula	Bram Stoker	The life of an assistant schoolmistress is sometimes trying
345	Dracula	Bram Stoker	I do not know myself if I shall ever speak slang; I do not know if Arthur likes it, as I have never heard him use any as yet
1342	Pride and Prejudice	Jane Austen	She had not herself forgotten to feel that the marriage of her sister must bring them more frequently together
345	Dracula	Bram Stoker	Was it indeed a house of death to which I had come, too late
345	Dracula	Bram Stoker	One of the men who came up here often to look for the boats was followed by his dog
345	Dracula	Bram Stoker	I shall stay with you myself; but I shall first dress myself
345	Dracula	Bram Stoker	In him some vital principle have in strange way found their utmost; and as his body keep strong and grow and thrive, so his brain grow too
1342	Pride and Prejudice	Jane Austen	Collins to join his daughters in their walk; and Mr
345	Dracula	Bram Stoker	You know I am no light weight, and the others were both burly men
345	Dracula	Bram Stoker	They drew back before me, and laughed their low horrid laugh
1342	Pride and Prejudice	Jane Austen	Colonel Fitzwilliam, who led the way, was about thirty, not handsome, but in person and address most truly the gentleman
